drug_name,gene_name
BENOXINATE HYDROCHLORIDE,RAD52
CHEMBL:CHEMBL1320453,MAPT
DOPAMINE,NFE2L2
SN-38,HDAC8
PHENOBARBITAL,CYP2D6
GANODERMANONTRIOL,NR1H4
EUPATORIN,KDR
CHEMBL:CHEMBL603031,ALDH1A1
(R)-BICALUTAMIDE,AR
TG100-115,RPS6KB1
BENZOTHIAZYL DISULFIDE,HSD17B10
CHEMBL:CHEMBL1242210,CXCR4
SNS-314,PTK2
PHENETHYLISOTHIOCYANATE,TP53
CHEMBL:CHEMBL486706,GAA
CHEMBL:CHEMBL453818,TUBB4B
ETHOXZOLAMIDE,AQP4
TRIPARANOL,AR
TRETINOIN,RXRA
EPICATECHIN,NOS3
TAMATINIB,FYN
PICEATANNOL,SMN2
AMSACRINE,ATXN2
ZIMELDINE,DRD1
SNS-314,RET
TAMOXIFEN,ESR2
LINOLENIC ACID,EHMT2
DYCLONINE HYDROCHLORIDE,GMNN
E319,CXCL8
DOPAMINE,EHMT2
MOXONIDINE,ADRA2A
KASANOSIN A,POLG
PHYSODIC ACID,POLB
CHEMBL:CHEMBL1320798,BRCA1
DEXAMETHASONE,AR
HALOPROGIN,AR
ADAVOSERTIB,PAK4
CHEMBL:CHEMBL601952,ALOX15
PYROGALLOL,ALB
SORAFENIB,RPS6KB1
CYSTAMINE,EHMT2
SORAFENIB,ABL1
CHEMBL:CHEMBL523200,XBP1
CHEMBL:CHEMBL585827,HSP90AA1
CHEMBL:CHEMBL502774,NPC1
TRETINOIN,NFE2L2
CHEMBL:CHEMBL462861,VDR
IOPHENOXIC ACID,KAT2A
JNK INHIBITOR VIII,MAPK8
DIZOCILPINE,GRIN1
CIMIRACEMATE A,MAPK3
CHRYSOPHANOL,APEX1
7-BENZYLOXYCOUMARIN,NFE2L2
OLEANOLIC ACID,PTPN1
DINITRO CRESOL,CXCL8
PYRITHIONE ZINC,ESR1
HISTAMINE,EHMT2
TAMATINIB,FGFR3
RG-1530,PLK1
(S)-FLUOXETINE,CYP2D6
(S)-FLUOXETINE,ATXN2
(S)-PROMETHAZINE,CYP2D6
CHEMBL:CHEMBL530049,TP53
E319,GMNN
PENTABROMOPHENOL,ESR1
ROTENONE,MTOR
CHEMBL:CHEMBL599890,NOD1
PHENETHYLISOTHIOCYANATE,MTOR
DALFAMPRIDINE,CYP2D6
CHEMBL:CHEMBL603952,ATXN2
MORUSINOL,TARDBP
TYROSOL SINAPATE,MET
GESTRINONE,AR
PROPYLTHIOURACIL,CYP2D6
TELENZEPINE,CYP2D6
3-ACETYLCOUMARIN,CYP1A2
AMINOOXYACETIC ACID,EHMT2
RG-1530,FRK
SNS-314,PDGFRB
GARDENIN,SNCA
SORAFENIB,MAPK14
GENTAMICIN,CYP2D6
ENTRECTINIB,MST1R
DAUNORUBICIN LIPOSOMAL,HDAC1
CHEMBL:CHEMBL1465049,ADRB2
DORAMAPIMOD,EGFR
"N,N'-DIPHENYL-P-PHENYLENEDIAMINE",AR
RG-1530,PRKCG
"(R,S)-INDATRALINE",MTOR
FLUNARIZINE DIHYDROCHLORIDE,HIF1A
PROPRANOLOL HYDROCHLORIDE,ADRB1
CHEMBL:CHEMBL234338,MAPT
CHEMBL:CHEMBL590691,GMNN
ZAPA,EHMT2
AZD-8055,FKBP1A
4-AMINOPHENOL,SMAD3
4-HYDROXYNONENAL,TRPA1
KETOCONAZOLE,NFE2L2
CHEMBL:CHEMBL1214274,CYP1A2
CHEMBL:CHEMBL317869,HSD17B10
ALRESTATIN,HSD17B10
3-METHOXYCATECHOL,MAPT
EPOXYCYTOCHALASIN H,GMNN
CITROPTEN,HSD17B10
CHEMBL:CHEMBL387632,EHMT2
ARACHIDONIC ACID,HPGD
RG-1530,RET
PYRAFLUFEN-ETHYL,AHR
LAPACHOL,USP1
ERIBULIN MESYLATE,ESR1
OBINUTUZUMAB,MS4A1
PARATHYROID HORMONE,CASR
THIOGUANINE,TPMT
PONATINIB,ABL1
ALVOCIDIB,CDK5
AMUVATINIB,RET
FORETINIB,FLT4
PONATINIB,KDR
ALPELISIB,PIK3CB
AUY922,HSP90AA1
PALBOCICLIB,CDK4
ALPELISIB,PIK3CG
SPIRONOLACTONE,ABCB1
CISPLATIN,ABCC1
VINCRISTINE,ABCB1
CHLORPROMAZINE,ABCG2
VALSPODAR,ABCC1
"NITROFURANTOIN, MACROCRYSTALS",ABCG2
BETAMETHASONE,ACHE
RECOMBINANT INTERLEUKIN,ADA
BICALUTAMIDE,BAX
CYCLOPHOSPHAMIDE ANHYDROUS,BAX
ISOTRETINOIN,BCL2
PREDNISOLONE,BAX
ARGIPRESSIN,BAX
TENIPOSIDE,BCL2
ANHYDROUS TACROLIMUS,CCL17
ROXITHROMYCIN,CCL11
PAREGORIC,CCR2
ROSIGLITAZONE,CD40LG
ROXITHROMYCIN,CD80
ROSIGLITAZONE,CRH
ANTIBIOTIC,CTLA4
UREA,CTSB
ANTISENSE OLIGONUCLEOTIDES,CTSK
PROTEIN SYNTHESIS INHIBITOR,EDN1
GREEN TEA EXTRACT,ERBB2
CYCLOSPORINE,ERCC6
THALIDOMIDE,F2R
DESIRUDIN,F2R
FLOXURIDINE,FAS
TENIPOSIDE,FAS
DAUNORUBICIN LIPOSOMAL,FAS
ADENOVIRUS 5-CD40 LIGAND,FAS
POLY IC,FCGR3A
PROGESTERONE,PZP
COLCHICINE,RARA
TINZAPARIN SODIUM,SERPINE1
COLCHICINE,SCD
URIDINE,SLC28A1
ROSIGLITAZONE,SLC2A1
GENTAMICIN,SLC2A1
PROTOPORPHYRIN,TAC1
FINASTERIDE,TGM2
SAPONIN,TH
DOXYCYCLINE ANHYDROUS,TH
VITAMIN A,TGM2
GLIMEPIRIDE,TNF
PRAZOSIN HYDROCHLORIDE,TNF
GENTAMICIN,TNF
ANTIOXIDANT,TP73
GENTAMICIN,VEGFA
LISINOPRIL ANHYDROUS,VIP
GELDANAMYCIN,VIM
DOXORUBICIN HYDROCHLORIDE,NQO1
ERIBULIN MESYLATE,ERBB2
FULVESTRANT,ERBB2
TEMOZOLOMIDE,HDAC4
ROZANOLIXIZUMAB,CHRNA7
DOLUTEGRAVIR SODIUM,NR1I2
ISONIAZID,NR1I2
CHLORPROMAZINE,NR1I2
DIETHYLSTILBESTROL,NR1I2
SORAFENIB,NR1I2
IVERMECTIN,ABCB1
OXALIPLATIN,MT1A
CERIVASTATIN,HMGCR
CLARITHROMYCIN,ABCB1
ASPARAGINASE,SOD2
ANHYDROUS TACROLIMUS,KCNJ11
RUCAPARIB,BRCA1
ETIDRONIC ACID,IL1B
METHAMPHETAMINE,DAOA
HYDROXOCOBALAMIN,ABCB1
INTERFERON ALFA-2B,IL18
ANTIHYPERTENSIVE AGENT,MMP9
VANDETANIB,KDR
TORSEMIDE,GNB3
ERLOTINIB,ABCB1
ERLOTINIB,ERBB3
CHLORPROMAZINE,CYP2D6
VORICONAZOLE,ABCB1
CHLORPROMAZINE,ABCB1
CANDESARTAN CILEXETIL,CYP11B2
NPPB,CFTR
DOXORUBICIN HYDROCHLORIDE,GSTM1
PERINDOPRIL,BDKRB1
DOXORUBICIN HYDROCHLORIDE,MTR
CIPROFLOXACIN,CYP1A2
GEMCITABINE,TNF
GEMCITABINE,MTHFD1
MONOAMINE OXIDASE INHIBITOR,GRIK2
LUSUTROMBOPAG,SERPINC1
ANHYDROUS TACROLIMUS,CAPN10
DELEOBUVIR,IFNL3
PEGAPTANIB,VEGFA
IGURATIMOD,NAT2
OLANZAPINE,BDNF
OLANZAPINE,TPMT
OLANZAPINE,GSTP1
OLANZAPINE,FMO1
MONOAMINE OXIDASE INHIBITOR,DDIT4
MONOAMINE OXIDASE INHIBITOR,CRHR1
DOXORUBICIN HYDROCHLORIDE,ERCC2
ENTRECTINIB,NTRK2
NERATINIB,ESR2
DIFLUNISAL,PTGS1
AMOXAPINE,SLC6A4
DULOXETINE HYDROCHLORIDE,SLC6A4
COLLOIDAL GOLD-BOUND TUMOR NECROSIS FACTOR,TNFRSF1B
CX-717,GRIA4
DIFLUPREDNATE,NR3C1
DERSALAZINE,PTGS2
LENVATINIB,FLT4
LENVATINIB,PDGFRA
PERAMPANEL,GRIA3
PERAMPANEL,GRIA2
ELDECALCITOL,VDR
ENALAPRIL MALEATE,ACE
ENMD-2076,JAK2
ENMD-2076,FYN
ENMD-2076,FLT4
ENMD-2076,NTRK1
ENMD-2076,PTK2
ENMD-2076,KDR
COBIMETINIB,MAP2K1
HEPARIN,SERPINC1
552-02,SCNN1A
GUANFACINE HYDROCHLORIDE,ADRA2A
GSI-136,APH1B
IC14,CD14
IBUDILAST,PDE4B
ITOPRIDE,DRD2
LORATADINE,HRH1
BUSPIRONE,DRD2
BUTALBITAL,GABRA3
CICLESONIDE,NR3C1
DOXYLAMINE,HRH1
FLUDROCORTISONE,NR3C2
PHENOBARBITAL,CHRNA4
PROPIOMAZINE,HTR2C
PROPYLTHIOURACIL,TPO
PROPIOMAZINE,DRD4
PROPIOMAZINE,ADRA1D
PROPIOMAZINE,CHRM3
TEMAZEPAM,GABRA1
TEMAZEPAM,TSPO
SULINDAC,PTGS2
AMBENONIUM,ACHE
BICALUTAMIDE,AR
ALITRETINOIN,RXRA
ALITRETINOIN,RARB
ALITRETINOIN,RXRB
BUTABARBITAL,CHRNA7
BASILIXIMAB,IL2RA
BENZTROPINE,CHRM1
ESTRADIOL VALERATE,ESR2
BETHANECHOL,CHRM1
BETAMETHASONE,NR3C1
BISOPROLOL,ADRB1
BETAXOLOL,ADRB1
BETAMETHASONE,ANXA1
BROMAZEPAM,GABRA1
PALIFERMIN,FGFR3
BROMAZEPAM,GABRA3
BUTABARBITAL,GABRA1
PROPYLTHIOURACIL,TPO
RAUWOLFIA SERPENTINA (USP),SLC18A2
SUNITINIB,RET
TESAMORELIN,GHRHR
THIOPENTAL,CHRNA4
TOLAZOLINE,ADRA1A
THIOPENTAL,CHRNA7
TRIAMCINOLONE,ANXA1
ZIPRASIDONE,ADRB1
OREMEPERMIN ALFA,SLC25A3
ZIPRASIDONE,DRD3
SOTICLESTAT,CYP46A1
ISTIRATUMAB,MTOR
ENSARTINIB,ALK
ENZASTAURIN,PIK3CG
ALICAFORSEN,ICAM1
CABIRALIZUMAB,CSF1R
CABIRALIZUMAB,CSF2
AGONISTIC ANTI-OX40 MONOCLONAL ANTIBODY INCAGN01949,TNFRSF4
XL-820,PDGFRA
JNJ-26483327,FYN
SERABELISIB,PIK3CA
AZACITIDINE,DNMT1
ORE-1001,ACE2
OLMESARTAN MEDOXOMIL,AGTR1
PANITUMUMAB,EGFR
MELARSOPROL,PPIG
PERUVOSIDE,NFE2L2
CHEMBL:CHEMBL111201,ADRB2
CHEMBL:CHEMBL111201,ADRB1
RONICICLIB,CDK4
ALCAFTADINE,HRH1
ORTERONEL,CYP17A1
GDC-0152,XIAP
ASUNERCEPT,FAS
EG5 KINESIN-RELATED MOTOR PROTEIN INHIBITOR ARQ 621,KIF11
AVAGACESTAT,GLUL
DARBUFELONE,PTGS2
TRANSFERRIN RECEPTOR-TARGETED LIPOSOMAL P53 CDNA,TP53
MK-1029,PTGDR
DEXAMETHASONE SODIUM PHOSPHATE,NR3C1
NAZARTINIB,EGFR
NETUPITANT,TACR1
ABITUZUMAB,ITGAV
LY-2624803,HRH1
NINTEDANIB ESYLATE,KDR
METRELEPTIN,LEPR
SEPETAPROST,PTGFR
LUTIKIZUMAB,IL1A
TYRPHOSTIN B48,HIF1A
LY-2623091,NR3C2
TOZULERISTIDE,MMP9
SUMATRIPTAN,A1BG
MESORIDAZINE,A1BG
BUSPIRONE,A1BG
ZALOSPIRONE,A1BG
[11C]AZ10419369,A2M
YOHIMBINE,A2M
SB 224289,A2M
PIPAMPERONE,A2MP1
SB 714786,A2MP1
QUIPAZINE,HTR2C
BW723C86,HTR2C
[3H]LSD,HTR2C
CYAMEMAZINE,HTR2C
5-MEOT,NAT1
METITEPINE,HTR2C
RENZAPRIDE,NAT1
MS15,FKBP2
CLOMIPRAMINE,ABCB7
LABETALOL,ABCB7
CARVEDILOL,ABCB7
CAFFEINE,ABAT
L-740093,CCKBR
[125I]CCL8 (HUMAN),ACTA1
CCL17,CCR4
CCL22,CCR4
OTELIXIZUMAB,GLRA2
EVACETRAPIB,HPGD
DRL-17822,HPGD
IL-34,DPYD
COMPOUND 12A [PMID: 29031075],CPT1B
AMLINTIDE,ACHE
CA2+,C1R
CDK12 INHIBITOR 2,EIF2S1
ASAPIPRANT,APOB
CHLORPROMAZINE,ALCAM
(+)-BUTACLAMOL,ALCAM
SCH-23390,ALCAM
(+)-BUTACLAMOL,ABCD1
PERGOLIDE,ABCD1
(+)-UH232,ABCD1
1400W,NOS2
RIBAVIRIN,GATA2
BITHIONOL,CRK
BASILIXIMAB,IL2RA
RO3244794,APOC3
FK-788,APOC3
TG6-129,APOC3
EPICATECHIN,BRCA2
COMPOUND 25AP [PMID: 37796543],EPHB1
PIRENZEPINE,BNIP3L
BARICITINIB,EPHB1
BREPOCITINIB,EPHB1
COMPOUND 11 [PMID: 35653642],EPHB2
COMPOUND 25AP [PMID: 37796543],EPHB2
COMPOUND 13A [PMID: 23639540],DRD2
TOCERANIB,DRD2
NINTEDANIB ESYLATE,DRD2
VEGF RECEPTOR 2 KINASE INHIBITOR II,DRD2
DALFAMPRIDINE,ASPA
AT-56,CR2
TEMSIROLIMUS,ETFB
ZANZALINTINIB,DRD4
"(R,S)-4-PPG",GRM8
L-AP4,GRM8
L-AP4,GRM8
FLUDROCORTISONE,NR3C2
EPLERENONE,NR3C2
DORAMAPIMOD,CTNND2
BMS-582949,CTNNB1
MK-8353,MAPK3
COMPOUND 5  [PMID: 24900526],ACE
AZD1236,ACE
FRILUGLANSTAT,PTGES
AMG319,F7
DACTOLISIB,F7
PILARALISIB,F7
NEMIRALISIB,F7
COMPOUND 14K [PMID: 21982499],F9
RILAPLADIB,MAPK14
AGL 2043,DPP6
KI-20227,DPP6
FAMITINIB,DPP6
NINTEDANIB ESYLATE,DPP6
MT47-100,CYP1A1
CEP-11981,PTK2B
TAMATINIB,PTK2B
GEMCITABINE,CD274
PACLITAXEL,CD274
LMB-100,CD274
ANTI-CD47/ANTI-PD-L1 BISPECIFIC ANTIBODY PF-07257876,CD274
SASANLIMAB,CD274
FEXAGRATINIB,FGFR1
REGORAFENIB,FGFR1
PRN1371,FGFR2
BARICITINIB,JAK1
TGX-221,JAK2
PP-242,PIK3CA
BEVACIZUMAB-AWWB,PIK3CA
BINIMETINIB,PIK3CA
ENTINOSTAT,RB1
OSIMERTINIB,TP53
VORINOSTAT,TP53
R547,TP53
LORLATINIB,TP53
CHEMBL:CHEMBL56542,EHMT2
JNJ-7706621,GRK5
PF-562271,MAP2K2
CEP-11981,AKT1
CETYLPYRIDINIUM BROMIDE,PLA2G1B
CHEMBL:CHEMBL591876,TARDBP
CHLOROBENZILATE,AR
SANGUINARIUM CHLORIDE,FEN1
CHEMBL:CHEMBL80155,ALDH1A1
BAY 11-7082,DRD1
BOS-589,RET
CHEMBL:CHEMBL1406948,NPC1
CHEMBL:CHEMBL1341830,HSD17B10
BELUMOSUDIL,ROCK1
CHEMBL:CHEMBL1545737,TARDBP
PF-562271,PKN2
CHEMBL:CHEMBL1462710,NPC1
ADJUVANT,IL1R1
AMITRIPTYLINE HYDROCHLORIDE,ABCB7
CHEMBL:CHEMBL533226,NFE2L2
BI-4020,DXO
PF-562271,CAMK2G
PF-562271,FYN
FRUQUINTINIB,KDR
PSB-KD107,ACTN3
PROMETHAZINE HYDROCHLORIDE,HRH1
VINORELBINE TARTRATE,JUN
HEPARIN,TGM2
ELETRIPTAN,A1BG
BAFETINIB,ABL1
BAMOCAFTOR,CFTR
CRUFOMATE,AR
JNJ-7706621,ABL1
PL37,MME
NICOTINE POLACRILEX,APOE
CLIDINIUM,CHRM1
CANFOSFAMIDE HYDROCHLORIDE,GSTP1
UROKINASE,SERPINE1
GOLVATINIB,MET
RESIQUIMOD,TLR8
LIAROZOLE,CYP26A1
ICOTINIB HYDROCHLORIDE,EGFR
"ERGOLOID MESYLATES, USP",DRD3
RESVERATROL,AKT1
OSI-027,PTEN
PHA-680632,TP53
CHEMBL:CHEMBL578890,SMAD3
PF-05175157,ACACB
DROMETRIZOLE,NFE2L2
CHEMBL:CHEMBL480626,VDR
EPITESTOSTERONE,AR
VALINOMYCIN,ABCB1
BIRINAPANT,PTEN
TIAPRIDE,DRD2
EMRICASAN,CASP8
GSK2830371,HLA-F
TOLFENAMIC ACID,VDR
ILOPERIDONE,DRD2
CHEMBL:CHEMBL578915,ATXN2
CHEMBL:CHEMBL312487,ALDH1A1
CHEMBL:CHEMBL603739,EHMT2
SANGUINARIUM,AR
SR2640,CYP2D6
ISOVELLERAL,MAPT
PEXASTIMOGENE DEVACIREPVEC,CSF2
IBRITUMOMAB TIUXETAN,MS4A1
CHEMBL:CHEMBL1310138,WRN
RP-6530,PIK3CG
PRACINOSTAT,HDAC9
RITUXIMAB,ERBB2
FURFURAL,AR
ATEZOLIZUMAB,CD274
ABT-925,DRD3
"COAGULATION FACTOR IX (RECOMBINANT), GLYCOPEGYLATED",F9
ENOKIZUMAB,IL9
PROMAZINE,HRH1
VISTUSERTIB,MTOR
CHEMBL:CHEMBL259327,PPARA
CHEMBL:CHEMBL580155,GAA
[125I]NDP-MSH,ANK1
DUVOGLUSTAT,GAA
RAUWOLSCINE,ABL1
FTORMETAZINE,PPARD
MULTIDRUG RESISTANCE MODULATOR,BCL2
DESIPRAMINE,CRHR1
BISACODYL,TSHR
DORZOLAMIDE,CA2
CHEMBL:CHEMBL1927684,MAOA
DECERNOTINIB,JAK3
CHEMBL:CHEMBL2036124,TUBB4A
CYC-116,PKN2
SIROLIMUS,NF1
REPAGLINIDE,KCNJ11
GALCANEZUMAB,CALCA
TRAPIDIL,CYP1A2
CHEMBL:CHEMBL1997335,MST1R
VENETOCLAX,NPM1
LINIFANIB,CAMK2G
PHENOBARBITAL,GABRA3
EMRICASAN,CASP4
CLENBUTEROL,ADRB2
LANATOSIDE C,NFE2L2
BUNAZOSIN,ADRA1D
DEMETHYLWEDELOLACTONE,MAPK3
NAPROXEN ETEMESIL,PTGS2
[125I]EPIBATIDINE,CHRNA3
PERMETHRIN,GMNN
ATRASENTAN HYDROCHLORIDE,EDNRA
CLEBOPRIDE,DRD2
CHEMBL:CHEMBL602561,SMN1
PENTOSTATIN,CCR1
ZK-158252,AMH
SUNITINIB,TP53
TIAPRIDE,DRD3
QUISINOSTAT,HDAC4
ETOPOSIDE,TP53
CEDIRANIB,ERBB4
GSK126,EZH2
ETOPOSIDE,ATM
N-ARACHIDONOYLGLYCINE,USP1
PAZOPANIB,KDR
"1,4-DIMETHOXYANTHRAQUINONE",ALDH1A1
TOFACITINIB,PTPN6
LUZINDOLE,RGS4
KO 143,ABCG2
A77636,ALCAM
COMPOUND 21B [PMID: 31430136],HIVEP2
DESVENLAFAXINE SUCCINATE,SLC6A4
APIMOSTINEL,GRIN3B
C5A,ACACB
CEP-5214,KDR
ANATIBANT,BDKRB2
CUDC-101,ERBB2
WP1066,ATP7B
PI3K/BET INHIBITOR LY294002,PTEN
PATULIN,USP1
RETINOIC ACID AGENT,IFI27
HALOPERIDOL DECANOATE,SLC1A1
SARACATINIB,SRC
XL228,IGF1R
VK-II-86,RYR2
PREGNANT MARE SERUM GONADOTROPIN,BCL2
PINAFIDE,SMAD3
CHENODEOXYCHOLIC ACID,AR
PROMETHAZINE HYDROCHLORIDE,HRH1
SALVIANOLIC ACID B,NOS3
COMPOUND 3 [PMID: 18255300],MAP3K8
CARBOPLATIN,ETS2
BHQ-880,DKK1
SU-014813,PDGFRA
ZIRAM,VDR
CENISERTIB,MAP2K1
TOLTERODINE,CHRM2
NISOLDIPINE,NFE2L2
ADJUVANT,CYP2E1
RIFAMPIN,TNF
SAR260301,PIK3CB
CHEMBL:CHEMBL461193,FEN1
IC261,APH1A
CHEMBL:CHEMBL580076,RAD52
"INSULIN ZINC, PROMPT",INSR
ASTEMIZOLE,PPARD
METHYLENE BLUE ANHYDROUS,MPO
DECITABINE,TP53
CETUXIMAB,EGFR
ALPRAZOLAM,GABRA1
PHENYTOIN SODIUM,AQP4
CHEMBL:CHEMBL259615,TP53
CHEMBL:CHEMBL1224755,PLK1
(+)-EPITAXIFOLIN,ALOX15
IBRITUMOMAB TIUXETAN,MS4A1
PF-562271,NTRK2
CHEMBL:CHEMBL578502,NFE2L2
CTP-37-DT VACCINE,LHCGR
CHEMBL:CHEMBL222556,HPGD
BOMBESIN ANTAGONIST,SST
EXEMESTANE,ESR2
CHEMBL:CHEMBL598608,PPARD
CENISERTIB,CAMK2A
CLODRONIC ACID,PLAU
UBENIMEX,ANPEP
PERPHENAZINE,DRD2
NICERGOLINE,ADRA1A
RG7342,GRM5
ALFIMEPRASE,FGA
TIRATRICOL,HIF1A
CHEMBL:CHEMBL294878,HSD17B10
EMRICASAN,CASP10
BMS-387032,GSK3B
METHYLTHIONINIUM CHLORIDE,FGB
4-METHOXYDALBERGIONE,ALDH1A1
BELATACEPT,CD28
PREGNANT MARE SERUM GONADOTROPIN,CLU
NISOLDIPINE,AR
TOZASERTIB,FYN
CHEMBL:CHEMBL222556,ALOX15
GW5074,SIRT2
SERTINDOLE,HTR2C
SIALYL LEWIS X,SELE
HYDRALAZINE,HSPA4
CISPLATIN,GABPA
MACITENTAN,EDNRB
CHEMBL:CHEMBL1255936,ALDH1A1
FLAVONE,HPGD
NIROGACESTAT,NOTCH3
EUROPIUM-LABELLED RELAXIN,APP
GEFITINIB,ERBB2
TANSHINONE I,MAPT
TYRPHOSTIN AG 879,HSD17B10
SARACATINIB,SRC
PAMOIC ACID,ADAM10
NF449,ATP1A3
GLAUCINE METHIODIDE,POLB
TESEVATINIB,EGFR
ELETRIPTAN,A2MP1
CHEMBL:CHEMBL80155,HPGD
SANGUINARIUM,HSD17B10
"PD168,077",CYP1A2
RITANSERIN,MTOR
(S)-PIA,ABAT
OMO-1,DRD4
CAFFEIC ACID PHENETHYL ESTER,MTOR
RETIFANLIMAB,CD274
GLYCYRRHIZIC ACID,HSD11B1
FLUTAMIDE,TH
FASUDIL,PRKCD
PHA-793887,CDK7
PUQUITINIB,PIK3CB
5'-GUANIDINONALTRINDOLE,USP1
PHOSMET,EHMT2
CHEMBL:CHEMBL1459280,VDR
FASUDIL,CDK5
CEDIRANIB,MST1R
GEFITINIB,MET
SEMAGACESTAT,APH1A
CHEMBL:CHEMBL1481509,NFE2L2
SELICICLIB,TP53
METHOTREXATE,DHFR
MEDI-578,NGF
"6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE",EIF4E
TEREVALEFIM,DRD4
ZETOMIPZOMIB,FRA6E
CHEMBL:CHEMBL531322,MAPT
CHEMBL:CHEMBL1997335,MAPK9
DAVUNETIDE,TUBA4A
PIRITREXIM,DHFR
PEGINESATIDE,EPOR
CEPHALOCHROMIN,TARDBP
IFOSFAMIDE,CYP2B6
EXEMESTANE,IGF1R
PACLITAXEL,TUBA4A
NITRILOTRIACETIC ACID,NFE2L2
BUFLOMEDIL,CYP2D6
HERBIMYCIN A,CD9
EHNA,CCR1
BEPOTASTINE BESILATE,HRH1
CHEMBL:CHEMBL2036124,TUBB4B
CLADRIBINE,RRM2
INTERFERON ALFA-2B,IFNAR2
GARLIC,TGM2
PYRROLIDINE DITHIOCARBAMATE,RELA
AMCINONIDE,NR3C1
HISPIDIN,APEX1
TRETINOIN,FUS
MURAGLITAZAR,ADRB1
WIN55212-2,GLRA2
APLAVIROC HYDROCHLORIDE,AR
MIANSERIN,DRD1
COMPOUND 30 [PMID: 15953724],CR1
FINASTERIDE,NFE2L2
GEFITINIB,ERBB2
TERAZOSIN,ADRA1A
TICLOPIDINE,P2RY12
DAPH,EHMT2
MITOXANTRONE HYDROCHLORIDE,MAPK1
PROMAZINE,CYP2D6
URSODIOL,NR3C1
E324,EHMT2
HISPIDIN,POLB
GP100 ANTIGEN,CSF2
AZITHROMYCIN,TFPI
IZORLISIB,F7
PENTOBARBITAL SODIUM,GABRA3
OLAPARIB,VHL
NIGULDIPINE,CYP2D6
LEVODOPA,SLC6A3
CHEMBL:CHEMBL222556,SMN1
CV-3988,EHMT2
CHEMBL:CHEMBL260311,ALPL
NORETHINDRONE,BDNF
VINORELBINE,XRCC1
STREPTONIGRIN,PADI2
CANAKINUMAB,IL1B
CHEMBL:CHEMBL1520837,CYP1A2
CETUXIMAB,EGFR
DIPHENIDOL,CHRM1
GENISTEIN,SMN1
TILARGININE,NOS1
PONATINIB,FGFR2
QUINIDINE,ABCB1
RELCOVAPTAN,ALOX15
BISPECIFIC ANTIBODY,CD28
APRATASTAT,ADAM17
CYC-116,MAPK8
CENISERTIB,PKN2
DUTEPLASE,PLG
CHEMBL:CHEMBL2088303,MAOB
CHLORANIL,TP53
APATORSEN,HSPB1
FRESOLIMUMAB,TGFB1
THYROXINE,ALDH1A1
"L-759,633",CNR2
ODM-203,FGFR2
CHEMBL:CHEMBL295337,NFE2L2
CHEMBL:CHEMBL584458,XBP1
GLUTETHIMIDE,GABRG3
NEFAZODONE,CD9
CHEMBL:CHEMBL252151,SMN2
CHEMBL:CHEMBL259327,AR
"ERGOLOID MESYLATES, USP",ADRA1D
RAUWOLSCINE,A2MP1
ANDROGRAPHOLIDE,ZFP36L1
NS1738,CHRNA3
CHEMBL:CHEMBL1997335,ALK
CHEMBL:CHEMBL484663,CASP3
OPTOBI-1,ATP2B3
AZD-4877,KIF11
ETHINYL ESTRADIOL,ESR1
CITALOPRAM,IL11
N-PROPYL BROMIDE,ESR1
CYC-116,ROCK1
METHENOLONE ENANTHATE,AR
RETINOIC ACID AGENT,PIK3CG
TETRADECANOYLPHORBOL ACETATE,ITGAL
ORANTINIB,KDR
SUNITINIB,DRD2
ASPIRIN,PTGS1
7-HYDROXYCHLORPROMAZINE,CYP2D6
DIHYDROERGOTOXINE,DRD2
TRETINOIN,PML
DRONABINOL,ABCB1
CISPLATIN,HSPA8
RECOMBINANT CHEMOKINE,CHI3L1
CELL SURFACE ANTIGEN,CP
SNS-032,CDK7
PALBOCICLIB,CDK6
ONALESPIB,HSP90AA1
DS-3078A,MTOR
AFATINIB,EGFR
GEFITINIB,EGFR
MEPENZOLATE BROMIDE,CHRM3
OXYPHENONIUM BROMIDE,CHRM3
CYCLOPENTOLATE HYDROCHLORIDE,CHRM3
IPRATROPIUM CATION,CHRM3
ENALAPRILAT ANHYDROUS,ACE
RAMIPRIL,ACE
METHAZOLAMIDE,CA2
FEXOFENADINE HYDROCHLORIDE,HRH1
EPOETIN ALFA,EPOR
RITUXIMAB,ERBB2
MEPENZOLATE BROMIDE,CHRM1
DICYCLOMINE HYDROCHLORIDE,CHRM1
BISOPROLOL FUMARATE,ADRB1
ANHYDROUS TACROLIMUS,FKBP1A
CITALOPRAM HYDROBROMIDE,SLC6A4
DOXERCALCIFEROL,VDR
SOMATROPIN (RECOMBINANT DNA ORIGIN),GHR
INSULIN SUSP PROTAMINE ZINC PURIFIED BEEF,INSR
CABOZANTINIB S-MALATE,MET
BOSUTINIB,LYN
PALIFERMIN,FGFR2
CRIZOTINIB,ALK
MIRABEGRON,ADRB3
NICOTINE POLACRILEX,CHRNB2
PERAMPANEL,GRIA4
PACLITAXEL,TUBB4B
PACLITAXEL,TUBA4A
LITHIUM CITRATE,GSK3B
ISOPROTERENOL,ADRB3
AMOXAPINE,DRD3
PIMOZIDE,DRD3
METHYLDOPATE HYDROCHLORIDE,ADRA2A
PHENYLBUTAZONE,PTGS1
"ERGOLOID MESYLATES, USP",ADRA2A
GEMCITABINE,RRM2
METHYLTESTOSTERONE,AR
PENTOXIFYLLINE,PDE4B
