geneSymbol,diseaseName
HAP1,Alzheimer Disease
NAT8,Alzheimer Disease
CBFA2T2,Alzheimer Disease
TIAF1,Alzheimer Disease
NOLC1,Alzheimer Disease
TAOK2,Alzheimer Disease
PPIG,Alzheimer Disease
COX5A,Alzheimer Disease
GRAP2,Alzheimer Disease
IL27RA,Alzheimer Disease
SH3BP5,Alzheimer Disease
NAPSA,Alzheimer Disease
MED12,Alzheimer Disease
SRA1,Alzheimer Disease
RANBP9,Alzheimer Disease
COL4A3BP,Alzheimer Disease
PPIF,Alzheimer Disease
CTDSP2,Alzheimer Disease
LRPPRC,Alzheimer Disease
DDX39A,Alzheimer Disease
GPHN,Alzheimer Disease
SYCP2,Alzheimer Disease
PEMT,Alzheimer Disease
SPAG11B,Alzheimer Disease
CFDP1,Alzheimer Disease
CREB3,Alzheimer Disease
SSSCA1,Alzheimer Disease
AHSA1,Alzheimer Disease
LBX1,Alzheimer Disease
DCTN6,Alzheimer Disease
NRG3,Alzheimer Disease
PLK2,Alzheimer Disease
NCKAP1,Alzheimer Disease
HPSE,Alzheimer Disease
C1QL1,Alzheimer Disease
METAP2,Alzheimer Disease
SDS,Alzheimer Disease
DIDO1,Alzheimer Disease
FAF1,Alzheimer Disease
SLC7A9,Alzheimer Disease
RAB3GAP1,Alzheimer Disease
GGA3,Alzheimer Disease
SIRT3,Alzheimer Disease
SRRM2,Alzheimer Disease
EID1,Alzheimer Disease
BRI3,Alzheimer Disease
FBXL2,Alzheimer Disease
RNF19A,Alzheimer Disease
LRP10,Alzheimer Disease
POLDIP2,Alzheimer Disease
PTPN22,Alzheimer Disease
SEZ6L2,Alzheimer Disease
OR7E66P,Alzheimer Disease
RBMS3,Alzheimer Disease
SGSM3,Alzheimer Disease
SCG3,Alzheimer Disease
SNX12,Alzheimer Disease
GEMIN4,Alzheimer Disease
TMED7,Alzheimer Disease
SBDS,Alzheimer Disease
PRRX2,Alzheimer Disease
LCMT1,Alzheimer Disease
NAT8B,Alzheimer Disease
HSD17B7,Alzheimer Disease
C9orf156,Alzheimer Disease
WWOX,Alzheimer Disease
TUBA8,Alzheimer Disease
IPO9,Alzheimer Disease
VPS35,Alzheimer Disease
PCDHA6,Alzheimer Disease
C10orf2,Alzheimer Disease
PNO1,Alzheimer Disease
MEPE,Alzheimer Disease
NLN,Alzheimer Disease
KIDINS220,Alzheimer Disease
WDR19,Alzheimer Disease
PTBP2,Alzheimer Disease
MOAP1,Alzheimer Disease
AZI2,Alzheimer Disease
GORASP1,Alzheimer Disease
PINK1,Alzheimer Disease
FTO,Alzheimer Disease
FA2H,Alzheimer Disease
MMEL1,Alzheimer Disease
OR5H5P,Alzheimer Disease
DYNC2H1,Alzheimer Disease
TTC21B,Alzheimer Disease
SCD5,Alzheimer Disease
NAA25,Alzheimer Disease
UPK3B,Alzheimer Disease
HM13,Alzheimer Disease
ITM2C,Alzheimer Disease
ARHGAP24,Alzheimer Disease
MAK16,Alzheimer Disease
TTBK1,Alzheimer Disease
NAV3,Alzheimer Disease
CDCA5,Alzheimer Disease
TMEM54,Alzheimer Disease
ESCO1,Alzheimer Disease
OMA1,Alzheimer Disease
RBM45,Alzheimer Disease
OCIAD2,Alzheimer Disease
CACUL1,Alzheimer Disease
PHF13,Alzheimer Disease
IL23R,Alzheimer Disease
MPEG1,Alzheimer Disease
TAB3,Alzheimer Disease
TAS2R64P,Alzheimer Disease
DNAAF3,Alzheimer Disease
TICAM2,Alzheimer Disease
MIR107,Alzheimer Disease
MIR144,Alzheimer Disease
MIR206,Alzheimer Disease
MIR424,Alzheimer Disease
NCF1,Alzheimer Disease
SPAG11A,Alzheimer Disease
MIR590,Alzheimer Disease
MIR616,Alzheimer Disease
AD14,Alzheimer Disease
TMED7-TICAM2,Alzheimer Disease
AAA1,Alzheimer Disease
GDNF-AS1,Alzheimer Disease
IFNG,Secondary progressive multiple sclerosis
IL2RA,Secondary progressive multiple sclerosis
ISG20,Secondary progressive multiple sclerosis
TNFRSF1A,Secondary progressive multiple sclerosis
VEGFA,Secondary progressive multiple sclerosis
FOXP3,Secondary progressive multiple sclerosis
APEX1,"Amyotrophic Lateral Sclerosis, Sporadic"
BCL2,"Amyotrophic Lateral Sclerosis, Sporadic"
CD14,"Amyotrophic Lateral Sclerosis, Sporadic"
CNTF,"Amyotrophic Lateral Sclerosis, Sporadic"
CRAT,"Amyotrophic Lateral Sclerosis, Sporadic"
CYP27A1,"Amyotrophic Lateral Sclerosis, Sporadic"
DYNC1H1,"Amyotrophic Lateral Sclerosis, Sporadic"
EPHA3,"Amyotrophic Lateral Sclerosis, Sporadic"
EPO,"Amyotrophic Lateral Sclerosis, Sporadic"
GRN,"Amyotrophic Lateral Sclerosis, Sporadic"
GSR,"Amyotrophic Lateral Sclerosis, Sporadic"
HGF,"Amyotrophic Lateral Sclerosis, Sporadic"
IL1B,"Amyotrophic Lateral Sclerosis, Sporadic"
IL2RA,"Amyotrophic Lateral Sclerosis, Sporadic"
IL6,"Amyotrophic Lateral Sclerosis, Sporadic"
IL17A,"Amyotrophic Lateral Sclerosis, Sporadic"
ISG20,"Amyotrophic Lateral Sclerosis, Sporadic"
MAPT,"Amyotrophic Lateral Sclerosis, Sporadic"
MT1A,"Amyotrophic Lateral Sclerosis, Sporadic"
MT1E,"Amyotrophic Lateral Sclerosis, Sporadic"
NDUFA2,"Amyotrophic Lateral Sclerosis, Sporadic"
NTF3,"Amyotrophic Lateral Sclerosis, Sporadic"
PON3,"Amyotrophic Lateral Sclerosis, Sporadic"
PRPH,"Amyotrophic Lateral Sclerosis, Sporadic"
PTBP1,"Amyotrophic Lateral Sclerosis, Sporadic"
RBMY1A1,"Amyotrophic Lateral Sclerosis, Sporadic"
RRM2,"Amyotrophic Lateral Sclerosis, Sporadic"
ATXN1,"Amyotrophic Lateral Sclerosis, Sporadic"
TNF,"Amyotrophic Lateral Sclerosis, Sporadic"
TP53,"Amyotrophic Lateral Sclerosis, Sporadic"
TXNRD1,"Amyotrophic Lateral Sclerosis, Sporadic"
HSD17B6,"Amyotrophic Lateral Sclerosis, Sporadic"
HSPB3,"Amyotrophic Lateral Sclerosis, Sporadic"
ARTN,"Amyotrophic Lateral Sclerosis, Sporadic"
SLC33A1,"Amyotrophic Lateral Sclerosis, Sporadic"
GLYAT,"Amyotrophic Lateral Sclerosis, Sporadic"
P3H3,"Amyotrophic Lateral Sclerosis, Sporadic"
SRRM2,"Amyotrophic Lateral Sclerosis, Sporadic"
RBMS3,"Amyotrophic Lateral Sclerosis, Sporadic"
PNO1,"Amyotrophic Lateral Sclerosis, Sporadic"
SUGP1,"Amyotrophic Lateral Sclerosis, Sporadic"
EPHX3,"Amyotrophic Lateral Sclerosis, Sporadic"
MAK16,"Amyotrophic Lateral Sclerosis, Sporadic"
CNTN4,"Amyotrophic Lateral Sclerosis, Sporadic"
EPHX4,"Amyotrophic Lateral Sclerosis, Sporadic"
CCR2,"Amyotrophic Lateral Sclerosis, Sporadic"
FUS,"Amyotrophic Lateral Sclerosis 2, Juvenile"
PTBP1,"Amyotrophic Lateral Sclerosis 2, Juvenile"
RBMY1A1,"Amyotrophic Lateral Sclerosis 2, Juvenile"
SRRM2,"Amyotrophic Lateral Sclerosis 2, Juvenile"
RBMS3,"Amyotrophic Lateral Sclerosis 2, Juvenile"
PNO1,"Amyotrophic Lateral Sclerosis 2, Juvenile"
MAK16,"Amyotrophic Lateral Sclerosis 2, Juvenile"
C9orf72,Amyotrophic lateral sclerosis with dementia
SERPINA3,Alzheimer's disease with late onset
ABCA4,Alzheimer's disease with late onset
ALOX5,Alzheimer's disease with late onset
APBB2,Alzheimer's disease with late onset
APOC1,Alzheimer's disease with late onset
APOD,Alzheimer's disease with late onset
DNM2,Alzheimer's disease with late onset
DNMT1,Alzheimer's disease with late onset
DRD2,Alzheimer's disease with late onset
DYRK1A,Alzheimer's disease with late onset
EGR1,Alzheimer's disease with late onset
GAPDH,Alzheimer's disease with late onset
HHEX,Alzheimer's disease with late onset
IL10,Alzheimer's disease with late onset
KIF11,Alzheimer's disease with late onset
LEPR,Alzheimer's disease with late onset
LPA,Alzheimer's disease with late onset
NOS3,Alzheimer's disease with late onset
POLR2D,Alzheimer's disease with late onset
PRF1,Alzheimer's disease with late onset
PSEN2,Alzheimer's disease with late onset
RBP4,Alzheimer's disease with late onset
RPS3A,Alzheimer's disease with late onset
NCSTN,Alzheimer's disease with late onset
SMUG1,Alzheimer's disease with late onset
BACE1,Alzheimer's disease with late onset
MTHFD1L,Alzheimer's disease with late onset
HPGDS,Alzheimer's disease with late onset
NTM,Alzheimer's disease with late onset
MS4A4A,Alzheimer's disease with late onset
TREM2,Alzheimer's disease with late onset
KIAA1462,Alzheimer's disease with late onset
MS4A6A,Alzheimer's disease with late onset
GRAMD3,Alzheimer's disease with late onset
OR2M3,Alzheimer's disease with late onset
OR10X1,Alzheimer's disease with late onset
OR6K3,Alzheimer's disease with late onset
STMN1,"Spinal Muscular Atrophy, Childhood, Proximal, Autosomal Dominant"
SMN1,"Spinal Muscular Atrophy, Childhood, Proximal, Autosomal Dominant"
SMN2,"Spinal Muscular Atrophy, Childhood, Proximal, Autosomal Dominant"
SNRPN,"Spinal Muscular Atrophy, Childhood, Proximal, Autosomal Dominant"
INS,Juvenile Parkinson's disease
SYNJ1,Juvenile Parkinson's disease
MUL1,Juvenile Parkinson's disease
ZNF645,Juvenile Parkinson's disease
POLG,Spinocerebellar Ataxia with Epilepsy
ATXN8OS,Infantile onset spinocerebellar ataxia
ASIC1,Progressive multiple sclerosis
APOE,Progressive multiple sclerosis
CD86,Progressive multiple sclerosis
CD40LG,Progressive multiple sclerosis
CTLA4,Progressive multiple sclerosis
MGAT5,Progressive multiple sclerosis
ICOS,Progressive multiple sclerosis
IL21R,Progressive multiple sclerosis
IL21,Progressive multiple sclerosis
CD200R1,Progressive multiple sclerosis
MEF2C,Mowat-Wilson syndrome
SOX10,Mowat-Wilson syndrome
UBE3A,Mowat-Wilson syndrome
PHOX2B,Mowat-Wilson syndrome
LBX1,Mowat-Wilson syndrome
ACHE,Frontotemporal Dementia
APEX1,Frontotemporal Dementia
APOC1,Frontotemporal Dementia
CDK6,Frontotemporal Dementia
DAPK1,Frontotemporal Dementia
DNMT1,Frontotemporal Dementia
GAP43,Frontotemporal Dementia
UTS2R,Frontotemporal Dementia
GSK3B,Frontotemporal Dementia
HNRNPA1,Frontotemporal Dementia
HNRNPH1,Frontotemporal Dementia
HNRNPH2,Frontotemporal Dementia
MAOA,Frontotemporal Dementia
NEFM,Frontotemporal Dementia
NEFH,Frontotemporal Dementia
NOS2,Frontotemporal Dementia
OXT,Frontotemporal Dementia
PAX5,Frontotemporal Dementia
PRF1,Frontotemporal Dementia
PRKAR1B,Frontotemporal Dementia
PSG1,Frontotemporal Dementia
PSG2,Frontotemporal Dementia
PSG7,Frontotemporal Dementia
RAP1GAP,Frontotemporal Dementia
SORT1,Frontotemporal Dementia
SNAP25,Frontotemporal Dementia
SYN1,Frontotemporal Dementia
SUMO1,Frontotemporal Dementia
NUP214,Frontotemporal Dementia
AAAS,Frontotemporal Dementia
CDC7,Frontotemporal Dementia
SRSF9,Frontotemporal Dementia
HAP1,Frontotemporal Dementia
MAP3K14,Frontotemporal Dementia
INA,Frontotemporal Dementia
MAP4K4,Frontotemporal Dementia
KIAA0196,Frontotemporal Dementia
RBM8A,Frontotemporal Dementia
GNE,Frontotemporal Dementia
OPTN,Frontotemporal Dementia
SPTLC1,Frontotemporal Dementia
PDLIM5,Frontotemporal Dementia
MASP2,Frontotemporal Dementia
RNPS1,Frontotemporal Dementia
DKK1,Frontotemporal Dementia
UNC13A,Frontotemporal Dementia
SMUG1,Frontotemporal Dementia
SPAG8,Frontotemporal Dementia
SGSM3,Frontotemporal Dementia
UBN1,Frontotemporal Dementia
RMDN1,Frontotemporal Dementia
RMDN3,Frontotemporal Dementia
SYBU,Frontotemporal Dementia
MTG1,Frontotemporal Dementia
RMDN2,Frontotemporal Dementia
NANOS2,Frontotemporal Dementia
CHCHD10,Frontotemporal Dementia
PSG8,Frontotemporal Dementia
AAA1,Frontotemporal Dementia
BRCA2,Alzheimer's disease with early onset
FANCD2,Alzheimer's disease with early onset
IDUA,Alzheimer's disease with early onset
PAX5,Alzheimer's disease with early onset
RPS27,Alzheimer's disease with early onset
SNCA,Alzheimer's disease with early onset
THOP1,Alzheimer's disease with early onset
TTK,Alzheimer's disease with early onset
MPEG1,Alzheimer's disease with early onset
LINC00273,Alzheimer's disease with early onset
FAS,"Multiple Sclerosis, Relapsing-Remitting"
FASLG,"Multiple Sclerosis, Relapsing-Remitting"
ATM,"Multiple Sclerosis, Relapsing-Remitting"
CASP1,"Multiple Sclerosis, Relapsing-Remitting"
CD14,"Multiple Sclerosis, Relapsing-Remitting"
CXCR3,"Multiple Sclerosis, Relapsing-Remitting"
HLA-E,"Multiple Sclerosis, Relapsing-Remitting"
IFNA1,"Multiple Sclerosis, Relapsing-Remitting"
IFNA13,"Multiple Sclerosis, Relapsing-Remitting"
IGBP1,"Multiple Sclerosis, Relapsing-Remitting"
IL4,"Multiple Sclerosis, Relapsing-Remitting"
IL15,"Multiple Sclerosis, Relapsing-Remitting"
MEFV,"Multiple Sclerosis, Relapsing-Remitting"
MS,"Multiple Sclerosis, Relapsing-Remitting"
MYC,"Multiple Sclerosis, Relapsing-Remitting"
NDUFA2,"Multiple Sclerosis, Relapsing-Remitting"
PLP1,"Multiple Sclerosis, Relapsing-Remitting"
POU5F1,"Multiple Sclerosis, Relapsing-Remitting"
PTHLH,"Multiple Sclerosis, Relapsing-Remitting"
CCL2,"Multiple Sclerosis, Relapsing-Remitting"
CCL5,"Multiple Sclerosis, Relapsing-Remitting"
SOX2,"Multiple Sclerosis, Relapsing-Remitting"
SPP1,"Multiple Sclerosis, Relapsing-Remitting"
TAP2,"Multiple Sclerosis, Relapsing-Remitting"
VEGFA,"Multiple Sclerosis, Relapsing-Remitting"
MBTPS1,"Multiple Sclerosis, Relapsing-Remitting"
KLF4,"Multiple Sclerosis, Relapsing-Remitting"
FST,"Multiple Sclerosis, Relapsing-Remitting"
SIRT1,"Multiple Sclerosis, Relapsing-Remitting"
PRDX5,"Multiple Sclerosis, Relapsing-Remitting"
DUOX2,"Multiple Sclerosis, Relapsing-Remitting"
FOXP3,"Multiple Sclerosis, Relapsing-Remitting"
DUOX1,"Multiple Sclerosis, Relapsing-Remitting"
RRN3,"Multiple Sclerosis, Relapsing-Remitting"
PDXP,"Multiple Sclerosis, Relapsing-Remitting"
SEC14L3,"Multiple Sclerosis, Relapsing-Remitting"
AR,Friedreich Ataxia 1
BRCA2,Friedreich Ataxia 1
CSF2,Friedreich Ataxia 1
ERBB2,Friedreich Ataxia 1
GSTP1,Friedreich Ataxia 1
GYPA,Friedreich Ataxia 1
HPRT1,Friedreich Ataxia 1
IL1B,Friedreich Ataxia 1
IL4,Friedreich Ataxia 1
NPM1,Friedreich Ataxia 1
PAX5,Friedreich Ataxia 1
TNF,Friedreich Ataxia 1
TXN,Friedreich Ataxia 1
VIPR1,Friedreich Ataxia 1
TNFSF10,Friedreich Ataxia 1
PALB2,Friedreich Ataxia 1
NFKB1,Benign multiple sclerosis
TP53,Benign multiple sclerosis
ERVW-4,Benign multiple sclerosis
TBP,Huntington Disease-Like 1
CACNG2,Spinocerebellar Ataxia 10
CACNA1A,SPINOCEREBELLAR ATAXIA 2
IGFALS,SPINOCEREBELLAR ATAXIA 2
LHCGR,SPINOCEREBELLAR ATAXIA 2
PARK2,SPINOCEREBELLAR ATAXIA 2
PRF1,SPINOCEREBELLAR ATAXIA 2
SLC6A3,SPINOCEREBELLAR ATAXIA 2
SLC18A2,SPINOCEREBELLAR ATAXIA 2
SNCA,SPINOCEREBELLAR ATAXIA 2
SOD1,SPINOCEREBELLAR ATAXIA 2
CIT,SPINOCEREBELLAR ATAXIA 2
REM1,SPINOCEREBELLAR ATAXIA 2
DHDDS,SPINOCEREBELLAR ATAXIA 2
AKT1,Alzheimer Disease 5
ARR3,Alzheimer Disease 5
CASR,Alzheimer Disease 5
CXADR,Alzheimer Disease 5
PRKAR1A,Alzheimer Disease 5
PSEN2,Alzheimer Disease 5
SPG7,Alzheimer Disease 5
NR1I3,Alzheimer Disease 5
TRIM13,Alzheimer Disease 5
CXADRP1,Alzheimer Disease 5
ATXN10,SPINOCEREBELLAR ATAXIA 36
USP24,"PARKINSON DISEASE, LATE-ONSET"
USP40,"PARKINSON DISEASE, LATE-ONSET"
MIR133B,"PARKINSON DISEASE, LATE-ONSET"
ERLIN2,Primary lateral sclerosis juvenile
IGFALS,Frontotemporal Dementia With Motor Neuron Disease
SOD1,Frontotemporal Dementia With Motor Neuron Disease
SIGMAR1,Frontotemporal Dementia With Motor Neuron Disease
UBQLN2,Frontotemporal Dementia With Motor Neuron Disease
CHCHD10,Frontotemporal Dementia With Motor Neuron Disease
HLA-E,Variant Creutzfeldt-Jakob disease
TBP,Variant Creutzfeldt-Jakob disease
AHSP,Variant Creutzfeldt-Jakob disease
EPHX3,Variant Creutzfeldt-Jakob disease
EPHX4,Variant Creutzfeldt-Jakob disease
SPATC1,Variant Creutzfeldt-Jakob disease
SPRN,Variant Creutzfeldt-Jakob disease
CASP12,Variant Creutzfeldt-Jakob disease
BBS1,SPINOCEREBELLAR ATAXIA 5
IDDM4,SPINOCEREBELLAR ATAXIA 5
PITX2,SPINOCEREBELLAR ATAXIA 5
NR2F2,SPINOCEREBELLAR ATAXIA 5
ANGPTL1,SPINOCEREBELLAR ATAXIA 5
ACTR1A,SPINOCEREBELLAR ATAXIA 5
ARFRP1,SPINOCEREBELLAR ATAXIA 5
DCAF7,SPINOCEREBELLAR ATAXIA 5
APOBEC2,SPINOCEREBELLAR ATAXIA 5
SDHAF2,SPINOCEREBELLAR ATAXIA 5
AGTR1,Friedreich Ataxia
CAPG,Friedreich Ataxia
CAT,Friedreich Ataxia
EPO,Friedreich Ataxia
FARSA,Friedreich Ataxia
FMR1,Friedreich Ataxia
FRAXA,Friedreich Ataxia
GPX1,Friedreich Ataxia
HFE,Friedreich Ataxia
IFNG,Friedreich Ataxia
KCNC3,Friedreich Ataxia
CD46,Friedreich Ataxia
MSH2,Friedreich Ataxia
POU5F1,Friedreich Ataxia
PPP2R2B,Friedreich Ataxia
SRF,Friedreich Ataxia
TFPI,Friedreich Ataxia
TFRC,Friedreich Ataxia
TTPA,Friedreich Ataxia
GPAA1,Friedreich Ataxia
FOXH1,Friedreich Ataxia
TJP2,Friedreich Ataxia
PPARGC1A,Friedreich Ataxia
ISCU,Friedreich Ataxia
ATXN10,Friedreich Ataxia
GLRX5,Friedreich Ataxia
ACE2,Friedreich Ataxia
MIR155,Friedreich Ataxia
VTRNA2-1,Friedreich Ataxia
CACNA1A,Spinocerebellar ataxia 26
A1BG,Amyotrophic Lateral Sclerosis
SERPINA3,Amyotrophic Lateral Sclerosis
ADARB2,Amyotrophic Lateral Sclerosis
ADCYAP1,Amyotrophic Lateral Sclerosis
ADRA1D,Amyotrophic Lateral Sclerosis
AK4,Amyotrophic Lateral Sclerosis
AKT1,Amyotrophic Lateral Sclerosis
ALOX5,Amyotrophic Lateral Sclerosis
FAS,Amyotrophic Lateral Sclerosis
BAG1,Amyotrophic Lateral Sclerosis
CALB1,Amyotrophic Lateral Sclerosis
CAST,Amyotrophic Lateral Sclerosis
CASP8,Amyotrophic Lateral Sclerosis
CASP10,Amyotrophic Lateral Sclerosis
CASR,Amyotrophic Lateral Sclerosis
CDKN2A,Amyotrophic Lateral Sclerosis
CDKN2D,Amyotrophic Lateral Sclerosis
CEBPB,Amyotrophic Lateral Sclerosis
CNTFR,Amyotrophic Lateral Sclerosis
COX8A,Amyotrophic Lateral Sclerosis
CRAT,Amyotrophic Lateral Sclerosis
CRMP1,Amyotrophic Lateral Sclerosis
CSF3,Amyotrophic Lateral Sclerosis
DDIT3,Amyotrophic Lateral Sclerosis
DLD,Amyotrophic Lateral Sclerosis
DYNC1H1,Amyotrophic Lateral Sclerosis
DNMT3A,Amyotrophic Lateral Sclerosis
DPYD,Amyotrophic Lateral Sclerosis
EDN1,Amyotrophic Lateral Sclerosis
EGF,Amyotrophic Lateral Sclerosis
CELSR3,Amyotrophic Lateral Sclerosis
EGFR,Amyotrophic Lateral Sclerosis
EIF2S1,Amyotrophic Lateral Sclerosis
EIF2S3,Amyotrophic Lateral Sclerosis
EIF4G2,Amyotrophic Lateral Sclerosis
ELAVL1,Amyotrophic Lateral Sclerosis
EPHA1,Amyotrophic Lateral Sclerosis
EPHA3,Amyotrophic Lateral Sclerosis
ERBB4,Amyotrophic Lateral Sclerosis
ETS2,Amyotrophic Lateral Sclerosis
F9,Amyotrophic Lateral Sclerosis
PTK2B,Amyotrophic Lateral Sclerosis
FMO1,Amyotrophic Lateral Sclerosis
FMO3,Amyotrophic Lateral Sclerosis
FMR1,Amyotrophic Lateral Sclerosis
MTOR,Amyotrophic Lateral Sclerosis
FRAXA,Amyotrophic Lateral Sclerosis
GFRA1,Amyotrophic Lateral Sclerosis
GLI3,Amyotrophic Lateral Sclerosis
GPX3,Amyotrophic Lateral Sclerosis
GRIK1,Amyotrophic Lateral Sclerosis
HLA-B,Amyotrophic Lateral Sclerosis
MNX1,Amyotrophic Lateral Sclerosis
HMOX2,Amyotrophic Lateral Sclerosis
HNRNPA2B1,Amyotrophic Lateral Sclerosis
HNRNPH1,Amyotrophic Lateral Sclerosis
HNRNPH2,Amyotrophic Lateral Sclerosis
PRMT1,Amyotrophic Lateral Sclerosis
HES1,Amyotrophic Lateral Sclerosis
HSF1,Amyotrophic Lateral Sclerosis
DNAJB2,Amyotrophic Lateral Sclerosis
HSPB2,Amyotrophic Lateral Sclerosis
IL1B,Amyotrophic Lateral Sclerosis
IL10,Amyotrophic Lateral Sclerosis
IL17A,Amyotrophic Lateral Sclerosis
KCNK2,Amyotrophic Lateral Sclerosis
LGALS3,Amyotrophic Lateral Sclerosis
LGALS4,Amyotrophic Lateral Sclerosis
LIF,Amyotrophic Lateral Sclerosis
FADS3,Amyotrophic Lateral Sclerosis
LMNB1,Amyotrophic Lateral Sclerosis
LTBR,Amyotrophic Lateral Sclerosis
MAP1B,Amyotrophic Lateral Sclerosis
MDH1,Amyotrophic Lateral Sclerosis
ATXN3,Amyotrophic Lateral Sclerosis
MMP14,Amyotrophic Lateral Sclerosis
MPZ,Amyotrophic Lateral Sclerosis
MS,Amyotrophic Lateral Sclerosis
NEFM,Amyotrophic Lateral Sclerosis
NEUROG1,Amyotrophic Lateral Sclerosis
NFIL3,Amyotrophic Lateral Sclerosis
NFKB1,Amyotrophic Lateral Sclerosis
NOTCH3,Amyotrophic Lateral Sclerosis
NTF4,Amyotrophic Lateral Sclerosis
OPA1,Amyotrophic Lateral Sclerosis
PAEP,Amyotrophic Lateral Sclerosis
PAWR,Amyotrophic Lateral Sclerosis
PCSK2,Amyotrophic Lateral Sclerosis
SERPINF1,Amyotrophic Lateral Sclerosis
PFN2,Amyotrophic Lateral Sclerosis
PKLR,Amyotrophic Lateral Sclerosis
POMC,Amyotrophic Lateral Sclerosis
PPIA,Amyotrophic Lateral Sclerosis
MAPK8,Amyotrophic Lateral Sclerosis
MAPK9,Amyotrophic Lateral Sclerosis
EIF2AK2,Amyotrophic Lateral Sclerosis
PSMD2,Amyotrophic Lateral Sclerosis
PTGER2,Amyotrophic Lateral Sclerosis
PVALB,Amyotrophic Lateral Sclerosis
RAG2,Amyotrophic Lateral Sclerosis
RALGDS,Amyotrophic Lateral Sclerosis
REG1A,Amyotrophic Lateral Sclerosis
RELA,Amyotrophic Lateral Sclerosis
RET,Amyotrophic Lateral Sclerosis
RRAD,Amyotrophic Lateral Sclerosis
RREB1,Amyotrophic Lateral Sclerosis
RRM2,Amyotrophic Lateral Sclerosis
CLIP1,Amyotrophic Lateral Sclerosis
SORT1,Amyotrophic Lateral Sclerosis
S100A8,Amyotrophic Lateral Sclerosis
S100A9,Amyotrophic Lateral Sclerosis
SCD,Amyotrophic Lateral Sclerosis
SRSF2,Amyotrophic Lateral Sclerosis
SGK1,Amyotrophic Lateral Sclerosis
SLC3A2,Amyotrophic Lateral Sclerosis
SLC6A3,Amyotrophic Lateral Sclerosis
SNAP25,Amyotrophic Lateral Sclerosis
SULT1E1,Amyotrophic Lateral Sclerosis
SYP,Amyotrophic Lateral Sclerosis
SYT1,Amyotrophic Lateral Sclerosis
TAC1,Amyotrophic Lateral Sclerosis
TACR1,Amyotrophic Lateral Sclerosis
TEAD1,Amyotrophic Lateral Sclerosis
TGFB2,Amyotrophic Lateral Sclerosis
TIA1,Amyotrophic Lateral Sclerosis
TIMP2,Amyotrophic Lateral Sclerosis
CLDN5,Amyotrophic Lateral Sclerosis
TNS1,Amyotrophic Lateral Sclerosis
HSP90B2P,Amyotrophic Lateral Sclerosis
TTK,Amyotrophic Lateral Sclerosis
TUBA4A,Amyotrophic Lateral Sclerosis
UBE2V1,Amyotrophic Lateral Sclerosis
SUMO1,Amyotrophic Lateral Sclerosis
UCP2,Amyotrophic Lateral Sclerosis
UCP3,Amyotrophic Lateral Sclerosis
UTRN,Amyotrophic Lateral Sclerosis
VDAC1,Amyotrophic Lateral Sclerosis
VIP,Amyotrophic Lateral Sclerosis
VSNL1,Amyotrophic Lateral Sclerosis
CLIP2,Amyotrophic Lateral Sclerosis
XRCC1,Amyotrophic Lateral Sclerosis
TFPI2,Amyotrophic Lateral Sclerosis
BRD3,Amyotrophic Lateral Sclerosis
NUP214,Amyotrophic Lateral Sclerosis
SLC25A16,Amyotrophic Lateral Sclerosis
C21orf33,Amyotrophic Lateral Sclerosis
EPX,Amyotrophic Lateral Sclerosis
CDC7,Amyotrophic Lateral Sclerosis
DHX16,Amyotrophic Lateral Sclerosis
GEMIN2,Amyotrophic Lateral Sclerosis
MAP4K3,Amyotrophic Lateral Sclerosis
DENR,Amyotrophic Lateral Sclerosis
TNFSF14,Amyotrophic Lateral Sclerosis
PROM1,Amyotrophic Lateral Sclerosis
EIF2S2,Amyotrophic Lateral Sclerosis
BCL10,Amyotrophic Lateral Sclerosis
HSPB3,Amyotrophic Lateral Sclerosis
SLC33A1,Amyotrophic Lateral Sclerosis
MSC,Amyotrophic Lateral Sclerosis
CD163,Amyotrophic Lateral Sclerosis
PPIG,Amyotrophic Lateral Sclerosis
CHST2,Amyotrophic Lateral Sclerosis
PTGES,Amyotrophic Lateral Sclerosis
GDA,Amyotrophic Lateral Sclerosis
HDAC4,Amyotrophic Lateral Sclerosis
DDX46,Amyotrophic Lateral Sclerosis
FIG4,Amyotrophic Lateral Sclerosis
MFN2,Amyotrophic Lateral Sclerosis
RBM8A,Amyotrophic Lateral Sclerosis
MED12,Amyotrophic Lateral Sclerosis
HDAC6,Amyotrophic Lateral Sclerosis
SH2B3,Amyotrophic Lateral Sclerosis
DNM1L,Amyotrophic Lateral Sclerosis
ALYREF,Amyotrophic Lateral Sclerosis
OLIG2,Amyotrophic Lateral Sclerosis
GLYAT,Amyotrophic Lateral Sclerosis
SEMA3A,Amyotrophic Lateral Sclerosis
SPAG11B,Amyotrophic Lateral Sclerosis
CFDP1,Amyotrophic Lateral Sclerosis
CLEC10A,Amyotrophic Lateral Sclerosis
SLU7,Amyotrophic Lateral Sclerosis
LBX1,Amyotrophic Lateral Sclerosis
MASP2,Amyotrophic Lateral Sclerosis
PNPLA6,Amyotrophic Lateral Sclerosis
YWHAQ,Amyotrophic Lateral Sclerosis
TUSC2,Amyotrophic Lateral Sclerosis
FNDC3A,Amyotrophic Lateral Sclerosis
SIRT2,Amyotrophic Lateral Sclerosis
WDTC1,Amyotrophic Lateral Sclerosis
KIF1B,Amyotrophic Lateral Sclerosis
